time,seconds_elapsed,text
1702469813556799500,131139.43879956054,Time condition met as time is after 20:00
1702469813657507300,131139.53950732423,Time condition met as time is after 20:00
1702469813758215400,131139.64021533204,Time condition met as time is after 20:00
1702469813858923500,131139.74092358397,Time condition met as time is after 20:00
1702469813959631400,131139.84163134766,Time condition met as time is after 20:00
1702469814060309000,131139.94230908202,Time condition met as time is after 20:00
1702469814160986400,131140.04298632813,Time condition met as time is after 20:00
1702469814261785900,131140.14378588868,Time condition met as time is after 20:00
1702469814362463500,131140.2444633789,Time condition met as time is after 20:00
1702469814463171300,131140.34517138673,Time condition met as time is after 20:00
1702469814563910000,131140.44590991212,Time condition met as time is after 20:00
1702469814664587500,131140.54658740235,Time condition met as time is after 20:00
1702469814765295400,131140.64729541016,Time condition met as time is after 20:00
1702469814866003500,131140.74800341798,Time condition met as time is after 20:00
1702469814966681000,131140.84868115233,Time condition met as time is after 20:00
1702469815067358500,131140.94935839844,Time condition met as time is after 20:00
1702469815168066600,131141.05006665038,Time condition met as time is after 20:00
1702469815268805000,131141.15080517577,Time condition met as time is after 20:00
1702469815369543400,131141.25154345704,Time condition met as time is after 20:00
1702469815470251500,131141.35225146485,Time condition met as time is after 20:00
1702469815570929000,131141.45292895508,Time condition met as time is after 20:00
1702469815671698200,131141.55369824218,Time condition met as time is after 20:00
1702469815772406000,131141.65440600587,Time condition met as time is after 20:00
1702469815873083600,131141.75508374022,Time condition met as time is after 20:00
1702469815973761000,131141.85576098633,Time condition met as time is after 20:00
1702469816074438700,131141.9564387207,Time condition met as time is after 20:00
1702469816175146500,131142.05714648438,Time condition met as time is after 20:00
1702469816275824000,131142.15782421874,Time condition met as time is after 20:00
1702469816376562700,131142.25856274413,Time condition met as time is after 20:00
1702469816477270500,131142.35927050782,Time condition met as time is after 20:00
1702469816577978600,131142.45997851563,Time condition met as time is after 20:00
1702469816678686500,131142.56068652344,Time condition met as time is after 20:00
1702469816779394600,131142.66139453126,Time condition met as time is after 20:00
1702469816880102700,131142.76210253907,Time condition met as time is after 20:00
1702469816980841200,131142.86284130858,Time condition met as time is after 20:00
1702469817081549000,131142.96354907227,Time condition met as time is after 20:00
1702469817182226700,131143.06422680663,Time condition met as time is after 20:00
1702469817282934500,131143.16493457032,Time condition met as time is after 20:00
1702469817383673000,131143.2656730957,Time condition met as time is after 20:00
1702469817484381200,131143.36638110352,Time condition met as time is after 20:00
1702469817585058600,131143.46705859376,Time condition met as time is after 20:00
1702469817685766700,131143.56776660157,Time condition met as time is after 20:00
1702469817786474800,131143.6684748535,Time condition met as time is after 20:00
1702469817887182600,131143.7691826172,Time condition met as time is after 20:00
1702469817987982300,131143.86998242186,Time condition met as time is after 20:00
1702469818088659700,131143.97065966798,Time condition met as time is after 20:00
1702469818189337300,131144.07133740233,Time condition met as time is after 20:00
1702469818290075600,131144.1720756836,Time condition met as time is after 20:00
1702469818390783700,131144.2727836914,Time condition met as time is after 20:00
1702469818491491800,131144.37349194335,Time condition met as time is after 20:00
1702469818602323000,131144.48432299803,Time condition met as time is after 20:00
1702469818703000300,131144.58500024414,Time condition met as time is after 20:00
1702469818803464200,131144.68546411133,Time condition met as time is after 20:00
1702469818904355300,131144.7863552246,Time condition met as time is after 20:00
1702469819055475200,131144.93747509766,Time condition met as time is after 20:00
1702469819156213800,131145.0382138672,Time condition met as time is after 20:00
1702469819256891100,131145.13889111328,Time condition met as time is after 20:00
1702469819357599200,131145.2395991211,Time condition met as time is after 20:00
1702469819458429400,131145.34042944337,Time condition met as time is after 20:00
1702469819559015200,131145.44101513672,Time condition met as time is after 20:00
1702469819659723300,131145.54172314453,Time condition met as time is after 20:00
1702469819760431400,131145.6424313965,Time condition met as time is after 20:00
1702469819861139200,131145.74313916016,Time condition met as time is after 20:00
1702469819961847300,131145.84384741212,Time condition met as time is after 20:00
1702469820062524700,131145.9445246582,Time condition met as time is after 20:00
1702469820163202300,131146.0452023926,Time condition met as time is after 20:00
1702469820263910400,131146.1459104004,Time condition met as time is after 20:00
1702469820364618200,131146.24661816406,Time condition met as time is after 20:00
1702469820465321500,131146.3473215332,Time condition met as time is after 20:00
1702469820566060000,131146.44806005858,Time condition met as time is after 20:00
1702469820666768100,131146.5487680664,Time condition met as time is after 20:00
1702469820767476000,131146.6494760742,Time condition met as time is after 20:00
1702469820868214500,131146.7502145996,Time condition met as time is after 20:00
1702469820968861400,131146.85086132813,Time condition met as time is after 20:00
1702469821069569500,131146.95156958007,Time condition met as time is after 20:00
1702469821170247000,131147.05224682618,Time condition met as time is after 20:00
1702469821270955000,131147.1529550781,Time condition met as time is after 20:00
1702469821371724000,131147.25372412108,Time condition met as time is after 20:00
1702469821472462600,131147.35446264647,Time condition met as time is after 20:00
1702469821573170700,131147.45517065428,Time condition met as time is after 20:00
1702469821673878500,131147.55587841797,Time condition met as time is after 20:00
1702469821774556200,131147.65655615233,Time condition met as time is after 20:00
1702469821875264000,131147.75726391602,Time condition met as time is after 20:00
1702469821975911200,131147.8579111328,Time condition met as time is after 20:00
1702469822076649700,131147.9586496582,Time condition met as time is after 20:00
1702469822177327000,131148.05932714842,Time condition met as time is after 20:00
1702469822278035200,131148.16003515624,Time condition met as time is after 20:00
1702469822378743000,131148.26074291993,Time condition met as time is after 20:00
1702469822479451100,131148.36145117186,Time condition met as time is after 20:00
1702469822580128500,131148.46212841797,Time condition met as time is after 20:00
1702469822680867000,131148.5628671875,Time condition met as time is after 20:00
1702469822781575200,131148.6635751953,Time condition met as time is after 20:00
1702469822882252500,131148.7642524414,Time condition met as time is after 20:00
1702469822982991000,131148.86499121092,Time condition met as time is after 20:00
1702469823083699200,131148.96569921874,Time condition met as time is after 20:00
1702469823184407300,131149.06640722655,Time condition met as time is after 20:00
1702469823285145600,131149.16714550782,Time condition met as time is after 20:00
1702469823385823200,131149.26782324217,Time condition met as time is after 20:00
1702469823486531300,131149.36853125,Time condition met as time is after 20:00
1702469823637325300,131149.51932519532,Time condition met as time is after 20:00
1702469823738033400,131149.62003344725,Time condition met as time is after 20:00
1702469823838772000,131149.72077197264,Time condition met as time is after 20:00
1702469823939479800,131149.82147973633,Time condition met as time is after 20:00
1702469824040664300,131149.92266430665,Time condition met as time is after 20:00
1702469824141250300,131150.02325024415,Time condition met as time is after 20:00
1702469824241928000,131150.1239279785,Time condition met as time is after 20:00
1702469824342666200,131150.22466625978,Time condition met as time is after 20:00
1702469824443313400,131150.32531347655,Time condition met as time is after 20:00
1702469824544021200,131150.42602124024,Time condition met as time is after 20:00
1702469824644790300,131150.5267902832,Time condition met as time is after 20:00
1702469824745468000,131150.62746801757,Time condition met as time is after 20:00
1702469824846176000,131150.72817602538,Time condition met as time is after 20:00
1702469824946883800,131150.82888378907,Time condition met as time is after 20:00
1702469825047530800,131150.92953076173,Time condition met as time is after 20:00
1702469825148238800,131151.03023876954,Time condition met as time is after 20:00
1702469825249007900,131151.1310078125,Time condition met as time is after 20:00
1702469825349716000,131151.23171606445,Time condition met as time is after 20:00
1702469825450423800,131151.33242382813,Time condition met as time is after 20:00
1702469825551132000,131151.43313183595,Time condition met as time is after 20:00
1702469825651840000,131151.53384008788,Time condition met as time is after 20:00
1702469825752547800,131151.63454785157,Time condition met as time is after 20:00
1702469825853256000,131151.73525585938,Time condition met as time is after 20:00
1702469825953964000,131151.83596411132,Time condition met as time is after 20:00
1702469826054611000,131151.93661083985,Time condition met as time is after 20:00
1702469826155319000,131152.0373190918,Time condition met as time is after 20:00
1702469826256088000,131152.13808813476,Time condition met as time is after 20:00
1702469826356826600,131152.23882666015,Time condition met as time is after 20:00
1702469826457504000,131152.33950390626,Time condition met as time is after 20:00
1702469826558212000,131152.4402121582,Time condition met as time is after 20:00
1702469826658950700,131152.5409506836,Time condition met as time is after 20:00
1702469826759628000,131152.6416279297,Time condition met as time is after 20:00
1702469826860366600,131152.7423666992,Time condition met as time is after 20:00
1702469826960983000,131152.8429831543,Time condition met as time is after 20:00
1702469827061721600,131152.94372167968,Time condition met as time is after 20:00
1702469827162399000,131153.0443989258,Time condition met as time is after 20:00
1702469827263107000,131153.14510717773,Time condition met as time is after 20:00
1702469827363815200,131153.24581518554,Time condition met as time is after 20:00
1702469827464523000,131153.34652294923,Time condition met as time is after 20:00
1702469827565231000,131153.44723120116,Time condition met as time is after 20:00
1702469827665939000,131153.54793896485,Time condition met as time is after 20:00
1702469827766647000,131153.64864697267,Time condition met as time is after 20:00
1702469827867355100,131153.7493552246,Time condition met as time is after 20:00
1702469827968093700,131153.85009375,Time condition met as time is after 20:00
1702469828068771000,131153.9507709961,Time condition met as time is after 20:00
1702469828169509600,131154.0515095215,Time condition met as time is after 20:00
1702469828270187000,131154.15218701173,Time condition met as time is after 20:00
1702469828370895000,131154.25289501954,Time condition met as time is after 20:00
1702469828471603200,131154.35360327148,Time condition met as time is after 20:00
1702469828572311000,131154.45431103517,Time condition met as time is after 20:00
1702469828673019100,131154.55501904298,Time condition met as time is after 20:00
1702469828773727200,131154.6557272949,Time condition met as time is after 20:00
1702469828874435000,131154.7564350586,Time condition met as time is after 20:00
1702469828975173600,131154.857173584,Time condition met as time is after 20:00
1702469829075912200,131154.95791210938,Time condition met as time is after 20:00
1702469829176620300,131155.05862036132,Time condition met as time is after 20:00
1702469829277328100,131155.159328125,Time condition met as time is after 20:00
1702469829378036200,131155.26003613282,Time condition met as time is after 20:00
1702469829479263000,131155.36126293946,Time condition met as time is after 20:00
1702469829579483000,131155.46148291015,Time condition met as time is after 20:00
1702469829680160300,131155.56216015626,Time condition met as time is after 20:00
1702469829780898800,131155.66289892577,Time condition met as time is after 20:00
1702469829881607000,131155.7636069336,Time condition met as time is after 20:00
1702469829982284300,131155.8642841797,Time condition met as time is after 20:00
1702469830082992400,131155.96499243163,Time condition met as time is after 20:00
1702469830183700200,131156.06570019532,Time condition met as time is after 20:00
1702469830284408300,131156.16640820313,Time condition met as time is after 20:00
1702469830385116400,131156.26711645507,Time condition met as time is after 20:00
1702469830485854700,131156.36785473634,Time condition met as time is after 20:00
1702469830586502000,131156.46850195312,Time condition met as time is after 20:00
1702469830687240400,131156.5692404785,Time condition met as time is after 20:00
1702469830787948300,131156.6699482422,Time condition met as time is after 20:00
1702469830888656400,131156.77065649413,Time condition met as time is after 20:00
1702469830989364500,131156.87136450195,Time condition met as time is after 20:00
1702469831090011400,131156.9720114746,Time condition met as time is after 20:00
1702469831190719200,131157.0727192383,Time condition met as time is after 20:00
1702469831291457800,131157.17345776368,Time condition met as time is after 20:00
1702469831392166000,131157.2741657715,Time condition met as time is after 20:00
1702469831492874000,131157.37487402343,Time condition met as time is after 20:00
1702469831593612300,131157.4756123047,Time condition met as time is after 20:00
1702469831694320400,131157.5763203125,Time condition met as time is after 20:00
1702469831795028500,131157.67702856445,Time condition met as time is after 20:00
1702469831895736300,131157.77773632813,Time condition met as time is after 20:00
1702469831996383500,131157.8783835449,Time condition met as time is after 20:00
1702469832097091300,131157.9790913086,Time condition met as time is after 20:00
1702469832197830000,131158.079829834,Time condition met as time is after 20:00
1702469832298507500,131158.18050756835,Time condition met as time is after 20:00
1702469832399215400,131158.28121533204,Time condition met as time is after 20:00
1702469832499923500,131158.38192333985,Time condition met as time is after 20:00
1702469832600631600,131158.4826315918,Time condition met as time is after 20:00
1702469832701339400,131158.58333935548,Time condition met as time is after 20:00
1702469832802063600,131158.6840637207,Time condition met as time is after 20:00
1702469832902771700,131158.7847717285,Time condition met as time is after 20:00
1702469833003449000,131158.88544897462,Time condition met as time is after 20:00
1702469833104187600,131158.98618774413,Time condition met as time is after 20:00
1702469833204865300,131159.08686523436,Time condition met as time is after 20:00
1702469833305573000,131159.18757299805,Time condition met as time is after 20:00
1702469833406281200,131159.28828125,Time condition met as time is after 20:00
1702469833506989000,131159.38898901368,Time condition met as time is after 20:00
1702469833607697200,131159.4896972656,Time condition met as time is after 20:00
1702469833708405200,131159.59040527343,Time condition met as time is after 20:00
1702469833809113000,131159.69111303712,Time condition met as time is after 20:00
1702469833909821200,131159.79182128905,Time condition met as time is after 20:00
1702469834010620700,131159.89262060547,Time condition met as time is after 20:00
1702469834111298300,131159.99329833983,Time condition met as time is after 20:00
1702469834212006100,131160.09400610352,Time condition met as time is after 20:00
1702469834312744700,131160.1947446289,Time condition met as time is after 20:00
1702469834413422300,131160.29542236327,Time condition met as time is after 20:00
1702469834514130200,131160.39613012696,Time condition met as time is after 20:00
1702469834614868700,131160.49686865235,Time condition met as time is after 20:00
1702469834715546400,131160.5975463867,Time condition met as time is after 20:00
1702469834816254200,131160.6982541504,Time condition met as time is after 20:00
1702469834916992800,131160.7989926758,Time condition met as time is after 20:00
1702469835017640000,131160.89963989257,Time condition met as time is after 20:00
1702469835118409000,131161.00040893554,Time condition met as time is after 20:00
1702469835219116800,131161.10111669922,Time condition met as time is after 20:00
1702469835319794400,131161.20179443358,Time condition met as time is after 20:00
1702469835420502300,131161.30250219727,Time condition met as time is after 20:00
1702469835521210400,131161.4032104492,Time condition met as time is after 20:00
1702469835621918500,131161.50391845702,Time condition met as time is after 20:00
1702469835722657000,131161.6046569824,Time condition met as time is after 20:00
1702469835823334400,131161.70533447264,Time condition met as time is after 20:00
1702469835924042500,131161.80604248046,Time condition met as time is after 20:00
1702469836024689400,131161.9066894531,Time condition met as time is after 20:00
1702469836125397500,131162.00739746093,Time condition met as time is after 20:00
1702469836226166500,131162.1081665039,Time condition met as time is after 20:00
1702469836326874400,131162.20887426758,Time condition met as time is after 20:00
1702469836427613000,131162.3096130371,Time condition met as time is after 20:00
1702469836528321000,131162.4103210449,Time condition met as time is after 20:00
1702469836628998400,131162.51099829102,Time condition met as time is after 20:00
1702469836729706500,131162.61170654296,Time condition met as time is after 20:00
1702469836830414600,131162.71241455077,Time condition met as time is after 20:00
1702469836931122400,131162.81312231446,Time condition met as time is after 20:00
1702469837031769300,131162.91376928712,Time condition met as time is after 20:00
1702469837132477400,131163.01447753905,Time condition met as time is after 20:00
1702469837233246500,131163.11524658202,Time condition met as time is after 20:00
1702469837333954600,131163.21595458983,Time condition met as time is after 20:00
1702469837434662400,131163.31666235352,Time condition met as time is after 20:00
1702469837535370500,131163.41737060546,Time condition met as time is after 20:00
1702469837636078600,131163.51807861327,Time condition met as time is after 20:00
1702469837736786400,131163.61878637696,Time condition met as time is after 20:00
1702469837837494500,131163.7194946289,Time condition met as time is after 20:00
1702469837938202600,131163.8202026367,Time condition met as time is after 20:00
1702469838038849500,131163.92084960936,Time condition met as time is after 20:00
1702469838139557600,131164.02155761718,Time condition met as time is after 20:00
1702469838240265500,131164.12226538087,Time condition met as time is after 20:00
1702469838340882000,131164.22288183594,Time condition met as time is after 20:00
1702469838441712000,131164.3237121582,Time condition met as time is after 20:00
1702469838542389500,131164.4243894043,Time condition met as time is after 20:00
1702469838643097600,131164.52509765624,Time condition met as time is after 20:00
1702469838743805700,131164.62580566405,Time condition met as time is after 20:00
1702469838844513500,131164.72651342774,Time condition met as time is after 20:00
1702469838945221600,131164.82722167968,Time condition met as time is after 20:00
1702469839045929700,131164.9279296875,Time condition met as time is after 20:00
1702469839146637600,131165.02863745118,Time condition met as time is after 20:00
1702469839247345700,131165.1293457031,Time condition met as time is after 20:00
1702469839348053800,131165.23005371093,Time condition met as time is after 20:00
1702469839448761600,131165.33076171874,Time condition met as time is after 20:00
1702469839549469700,131165.43146972655,Time condition met as time is after 20:00
1702469839650177500,131165.53217749024,Time condition met as time is after 20:00
1702469839750885600,131165.63288574218,Time condition met as time is after 20:00
1702469839851624200,131165.73362426757,Time condition met as time is after 20:00
1702469839952301600,131165.83430151368,Time condition met as time is after 20:00
1702469840053070800,131165.93507080077,Time condition met as time is after 20:00
1702469840153778700,131166.03577880858,Time condition met as time is after 20:00
1702469840254486800,131166.1364868164,Time condition met as time is after 20:00
1702469840355225300,131166.23722534179,Time condition met as time is after 20:00
1702469840455902700,131166.33790283202,Time condition met as time is after 20:00
1702469840556610800,131166.43861083983,Time condition met as time is after 20:00
1702469840657318700,131166.53931860352,Time condition met as time is after 20:00
1702469840757996300,131166.63999633788,Time condition met as time is after 20:00
1702469840858734800,131166.74073486327,Time condition met as time is after 20:00
1702469840959442700,131166.84144262696,Time condition met as time is after 20:00
1702469841060395000,131166.94239501952,Time condition met as time is after 20:00
1702469841160859000,131167.0428588867,Time condition met as time is after 20:00
1702469841261566700,131167.1435666504,Time condition met as time is after 20:00
1702469841362305300,131167.2443051758,Time condition met as time is after 20:00
1702469841463013400,131167.34501342772,Time condition met as time is after 20:00
1702469841563721500,131167.44572143554,Time condition met as time is after 20:00
1702469841664398800,131167.54639892577,Time condition met as time is after 20:00
1702469841765045800,131167.6470456543,Time condition met as time is after 20:00
1702469841865784300,131167.74778442382,Time condition met as time is after 20:00
1702469841966523000,131167.8485229492,Time condition met as time is after 20:00
1702469842067231000,131167.94923095702,Time condition met as time is after 20:00
1702469842167938800,131168.0499387207,Time condition met as time is after 20:00
1702469842268616400,131168.15061645507,Time condition met as time is after 20:00
1702469842369324300,131168.25132421876,Time condition met as time is after 20:00
1702469842470002000,131168.3520019531,Time condition met as time is after 20:00
1702469842570740500,131168.4527404785,Time condition met as time is after 20:00
1702469842671417900,131168.55341796874,Time condition met as time is after 20:00
1702469842772126000,131168.65412597655,Time condition met as time is after 20:00
1702469842872895000,131168.75489501952,Time condition met as time is after 20:00
1702469842973603000,131168.85560302733,Time condition met as time is after 20:00
1702469843074341400,131168.9563413086,Time condition met as time is after 20:00
1702469843174957800,131169.05695776368,Time condition met as time is after 20:00
1702469843275666000,131169.1576660156,Time condition met as time is after 20:00
1702469843376404500,131169.258404541,Time condition met as time is after 20:00
1702469843477081900,131169.35908178712,Time condition met as time is after 20:00
1702469843577790000,131169.45979003905,Time condition met as time is after 20:00
1702469843678498000,131169.56049804686,Time condition met as time is after 20:00
1702469843779206000,131169.66120581055,Time condition met as time is after 20:00
1702469843879914000,131169.7619140625,Time condition met as time is after 20:00
1702469843980622000,131169.8626220703,Time condition met as time is after 20:00
1702469844081331500,131169.96333154297,Time condition met as time is after 20:00
1702469844182008800,131170.06400878905,Time condition met as time is after 20:00
1702469844282747400,131170.16474731444,Time condition met as time is after 20:00
1702469844383455200,131170.26545532225,Time condition met as time is after 20:00
1702469844484163300,131170.36616333007,Time condition met as time is after 20:00
1702469844584871400,131170.46687133788,Time condition met as time is after 20:00
1702469844685579300,131170.5675793457,Time condition met as time is after 20:00
1702469844786287400,131170.6682873535,Time condition met as time is after 20:00
1702469844886995500,131170.76899536132,Time condition met as time is after 20:00
1702469844987703300,131170.86970336913,Time condition met as time is after 20:00
1702469845088411400,131170.97041137694,Time condition met as time is after 20:00
1702469845189180400,131171.0711804199,Time condition met as time is after 20:00
1702469845289919000,131171.1719189453,Time condition met as time is after 20:00
1702469845391054300,131171.27305444336,Time condition met as time is after 20:00
1702469845491335000,131171.37333496092,Time condition met as time is after 20:00
1702469845592012500,131171.47401245116,Time condition met as time is after 20:00
1702469845692720400,131171.57472045897,Time condition met as time is after 20:00
1702469845793428500,131171.67542846678,Time condition met as time is after 20:00
1702469845894136600,131171.7761364746,Time condition met as time is after 20:00
1702469845994875100,131171.87687524414,Time condition met as time is after 20:00
1702469846095552500,131171.97755249022,Time condition met as time is after 20:00
1702469846196260600,131172.07826049803,Time condition met as time is after 20:00
1702469846296968400,131172.17896850585,Time condition met as time is after 20:00
1702469846397676500,131172.27967651366,Time condition met as time is after 20:00
1702469846498415000,131172.38041503905,Time condition met as time is after 20:00
1702469846599092500,131172.48109252928,Time condition met as time is after 20:00
1702469846699770000,131172.58177001952,Time condition met as time is after 20:00
1702469846800447500,131172.68244750975,Time condition met as time is after 20:00
1702469846901155600,131172.78315551757,Time condition met as time is after 20:00
1702469847001863700,131172.88386376953,Time condition met as time is after 20:00
1702469847102571500,131172.9845715332,Time condition met as time is after 20:00
1702469847203310000,131173.08531005858,Time condition met as time is after 20:00
1702469847303987700,131173.18598779297,Time condition met as time is after 20:00
1702469847404695600,131173.28669555663,Time condition met as time is after 20:00
1702469847505434000,131173.38743408202,Time condition met as time is after 20:00
1702469847606111500,131173.48811157225,Time condition met as time is after 20:00
1702469847706850000,131173.58885009764,Time condition met as time is after 20:00
1702469847807802400,131173.68980224608,Time condition met as time is after 20:00
1702469847908266200,131173.79026635742,Time condition met as time is after 20:00
1702469848008974000,131173.89097412108,Time condition met as time is after 20:00
1702469848109651700,131173.99165161132,Time condition met as time is after 20:00
1702469848210359600,131174.09235961913,Time condition met as time is after 20:00
1702469848311098000,131174.19309814452,Time condition met as time is after 20:00
1702469848411775700,131174.29377563475,Time condition met as time is after 20:00
1702469848512483600,131174.39448364257,Time condition met as time is after 20:00
1702469848613222100,131174.49522216796,Time condition met as time is after 20:00
1702469848713960700,131174.59596069335,Time condition met as time is after 20:00
1702469848814668800,131174.69666870116,Time condition met as time is after 20:00
1702469848915376600,131174.79737670897,Time condition met as time is after 20:00
1702469849016084700,131174.89808471678,Time condition met as time is after 20:00
1702469849116731600,131174.99873168944,Time condition met as time is after 20:00
1702469849217439700,131175.09943969725,Time condition met as time is after 20:00
1702469849318178300,131175.20017822264,Time condition met as time is after 20:00
1702469849418855700,131175.30085571288,Time condition met as time is after 20:00
1702469849519563800,131175.4015637207,Time condition met as time is after 20:00
1702469849620271900,131175.50227197265,Time condition met as time is after 20:00
1702469849721010200,131175.6030102539,Time condition met as time is after 20:00
1702469849821687800,131175.70368774413,Time condition met as time is after 20:00
1702469849922396000,131175.8043959961,Time condition met as time is after 20:00
1702469850023103700,131175.90510375975,Time condition met as time is after 20:00
1702469850123811800,131176.00581176757,Time condition met as time is after 20:00
1702469850224520000,131176.10652001953,Time condition met as time is after 20:00
1702469850325227800,131176.2072277832,Time condition met as time is after 20:00
1702469850425936000,131176.307935791,Time condition met as time is after 20:00
1702469850526643700,131176.40864379882,Time condition met as time is after 20:00
1702469850627351800,131176.50935180663,Time condition met as time is after 20:00
1702469850728060000,131176.61005981444,Time condition met as time is after 20:00
1702469850828767700,131176.71076782225,Time condition met as time is after 20:00
1702469850929475800,131176.81147583007,Time condition met as time is after 20:00
1702469851030184000,131176.91218383788,Time condition met as time is after 20:00
1702469851130922500,131177.01292260742,Time condition met as time is after 20:00
1702469851231691500,131177.11369140624,Time condition met as time is after 20:00
1702469851332399400,131177.21439941405,Time condition met as time is after 20:00
1702469851433077000,131177.31507690428,Time condition met as time is after 20:00
1702469851533815600,131177.41581567383,Time condition met as time is after 20:00
1702469851634523400,131177.5165234375,Time condition met as time is after 20:00
1702469851735201000,131177.61720092772,Time condition met as time is after 20:00
1702469851835908900,131177.71790893553,Time condition met as time is after 20:00
1702469851936617000,131177.81861694335,Time condition met as time is after 20:00
1702469852037325000,131177.91932495116,Time condition met as time is after 20:00
1702469852138033000,131178.02003295897,Time condition met as time is after 20:00
1702469852238741000,131178.12074096678,Time condition met as time is after 20:00
1702469852339479600,131178.22147949217,Time condition met as time is after 20:00
1702469852440157000,131178.3221569824,Time condition met as time is after 20:00
1702469852540895500,131178.4228955078,Time condition met as time is after 20:00
1702469852641573000,131178.52357299803,Time condition met as time is after 20:00
1702469852742281000,131178.62428100585,Time condition met as time is after 20:00
1702469852842989000,131178.72498901366,Time condition met as time is after 20:00
1702469852943666400,131178.8256665039,Time condition met as time is after 20:00
1702469853044374500,131178.9263745117,Time condition met as time is after 20:00
1702469853145082600,131179.02708251952,Time condition met as time is after 20:00
1702469853245821200,131179.12782128906,Time condition met as time is after 20:00
1702469853346651100,131179.22865112303,Time condition met as time is after 20:00
1702469853447237000,131179.32923706053,Time condition met as time is after 20:00
1702469853547975700,131179.42997558592,Time condition met as time is after 20:00
1702469853648653000,131179.53065307616,Time condition met as time is after 20:00
1702469853749361200,131179.63136108397,Time condition met as time is after 20:00
1702469853850099700,131179.73209960936,Time condition met as time is after 20:00
1702469853950777000,131179.8327770996,Time condition met as time is after 20:00
1702469854051478800,131179.93347875978,Time condition met as time is after 20:00
1702469854152187000,131180.0341867676,Time condition met as time is after 20:00
1702469854252894700,131180.1348947754,Time condition met as time is after 20:00
1702469854353602800,131180.2356027832,Time condition met as time is after 20:00
1702469854454341400,131180.3363413086,Time condition met as time is after 20:00
1702469854554988300,131180.43698828126,Time condition met as time is after 20:00
1702469854655726800,131180.53772680665,Time condition met as time is after 20:00
1702469854756435000,131180.6384350586,Time condition met as time is after 20:00
1702469854857142800,131180.73914282228,Time condition met as time is after 20:00
1702469854957851000,131180.8398508301,Time condition met as time is after 20:00
1702469855058559000,131180.94055908202,Time condition met as time is after 20:00
1702469855159206000,131181.04120581056,Time condition met as time is after 20:00
1702469855259975000,131181.14197485353,Time condition met as time is after 20:00
1702469855360652300,131181.24265234376,Time condition met as time is after 20:00
1702469855461390800,131181.34339086915,Time condition met as time is after 20:00
1702469855562099000,131181.44409887696,Time condition met as time is after 20:00
1702469855662807000,131181.5448071289,Time condition met as time is after 20:00
1702469855763728600,131181.64572875976,Time condition met as time is after 20:00
1702469855864253400,131181.74625341798,Time condition met as time is after 20:00
1702469855964930800,131181.8469309082,Time condition met as time is after 20:00
1702469856065669400,131181.9476694336,Time condition met as time is after 20:00
1702469856166377500,131182.04837744142,Time condition met as time is after 20:00
1702469856267054800,131182.14905493165,Time condition met as time is after 20:00
1702469856367763000,131182.24976293946,Time condition met as time is after 20:00
1702469856468471000,131182.35047094728,Time condition met as time is after 20:00
1702469856569179000,131182.4511789551,Time condition met as time is after 20:00
1702469856669917400,131182.55191748048,Time condition met as time is after 20:00
1702469856770595000,131182.6525949707,Time condition met as time is after 20:00
1702469856871333600,131182.75333374023,Time condition met as time is after 20:00
1702469856972011000,131182.85401098634,Time condition met as time is after 20:00
1702469857072719000,131182.95471899415,Time condition met as time is after 20:00
1702469857173396500,131183.0553964844,Time condition met as time is after 20:00
1702469857274165500,131183.15616552735,Time condition met as time is after 20:00
1702469857374843100,131183.2568430176,Time condition met as time is after 20:00
1702469857475551000,131183.3575510254,Time condition met as time is after 20:00
1702469857576198100,131183.45819824218,Time condition met as time is after 20:00
1702469857676936400,131183.55893652345,Time condition met as time is after 20:00
1702469857777614000,131183.65961401368,Time condition met as time is after 20:00
1702469857878322200,131183.76032226562,Time condition met as time is after 20:00
1702469857979060500,131183.8610605469,Time condition met as time is after 20:00
1702469858079738000,131183.96173803712,Time condition met as time is after 20:00
1702469858180476700,131184.0624765625,Time condition met as time is after 20:00
1702469858281154000,131184.16315405275,Time condition met as time is after 20:00
1702469858381862100,131184.26386206056,Time condition met as time is after 20:00
1702469858482570000,131184.36457006837,Time condition met as time is after 20:00
1702469858583278000,131184.46527807618,Time condition met as time is after 20:00
1702469858684016600,131184.56601660157,Time condition met as time is after 20:00
1702469858784694000,131184.6666940918,Time condition met as time is after 20:00
1702469858885402000,131184.76740209962,Time condition met as time is after 20:00
1702469858986110200,131184.86811010743,Time condition met as time is after 20:00
1702469859086818000,131184.96881811525,Time condition met as time is after 20:00
1702469859187526100,131185.06952612306,Time condition met as time is after 20:00
1702469859288234200,131185.17023413087,Time condition met as time is after 20:00
1702469859388942000,131185.27094213868,Time condition met as time is after 20:00
1702469859489650200,131185.3716501465,Time condition met as time is after 20:00
1702469859590358300,131185.4723581543,Time condition met as time is after 20:00
1702469859691096800,131185.57309692382,Time condition met as time is after 20:00
1702469859791865900,131185.6738659668,Time condition met as time is after 20:00
1702469859892543200,131185.7745432129,Time condition met as time is after 20:00
1702469859993281800,131185.8752817383,Time condition met as time is after 20:00
1702469860093898200,131185.97589819337,Time condition met as time is after 20:00
1702469860194606300,131186.0766064453,Time condition met as time is after 20:00
1702469860295314200,131186.177314209,Time condition met as time is after 20:00
1702469860396022300,131186.2780222168,Time condition met as time is after 20:00
1702469860496730400,131186.37873046874,Time condition met as time is after 20:00
